0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0,0
1,0,0
2,0,0
2,0,0
2,0,0
3,0,0
3,0,0
3,0,0
4,1,0
4,1,0
4,1,0
4,1,0
5,1,0
5,1,0
5,1,0
6,1,0
6,1,0
6,1,0
6,1,0
6,1,0
6,1,0
7,1,0
7,1,0
7,1,0
7,1,0
7,1,0
8,2,1
8,2,1
9,2,1
9,2,1
10,3,1
10,3,1
10,3,1
11,3,1
11,3,1
11,3,1
12,4,1
12,4,1
12,4,1
12,4,1
13,4,1
13,4,1
14,4,1
14,4,1
15,4,1
15,4,1
16,5,2
16,5,2
16,5,2
16,5,2
17,5,2
17,5,2
17,5,2
18,6,2
18,6,2
18,6,2
19,6,2
19,6,2
19,6,2
20,7,2
20,7,2
20,7,2
20,7,2
21,7,2
21,7,2
21,7,2
21,7,2
22,7,2
22,7,2
22,7,2
23,7,2
23,7,2
23,7,2
24,7,2
24,7,2
24,7,2
25,8,3
25,8,3
25,8,3
25,8,3
25,8,3
25,8,3
25,8,3
26,8,3
26,8,3
26,8,3
26,8,3
27,9,3
27,9,3
27,9,3
27,9,3
28,9,3
28,9,3
29,9,3
29,9,3
30,9,3
30,9,3
30,9,3
31,9,3
31,9,3
31,9,3
31,9,3
32,9,3
32,9,3
33,10,3
33,10,3
33,10,3
33,10,3
33,10,3
33,10,3
34,10,3
34,10,3
34,10,3
35,10,3
35,10,3
35,10,3
36,10,3
36,10,3
37,11,3
37,11,3
38,11,3
38,11,3
39,12,3
39,12,3
39,12,3
39,12,3
40,12,3
40,12,3
40,12,3
40,12,3
40,12,3
