0,0,0
0,0,0
1,0,0
1,0,0
1,0,0
2,0,0
2,0,0
3,1,0
3,1,0
3,1,0
3,1,0
4,1,0
4,1,0
5,1,0
5,1,0
5,1,0
5,1,0
6,1,0
6,1,0
6,1,0
7,2,0
7,2,0
8,2,0
8,2,0
8,2,0
9,3,0
9,3,0
9,3,0
10,3,0
10,3,0
10,3,0
11,3,0
11,3,0
11,3,0
12,3,0
12,3,0
12,3,0
12,3,0
13,4,0
13,4,0
13,4,0
13,4,0
13,4,0
13,4,0
14,4,0
14,4,0
14,4,0
15,4,0
15,4,0
16,5,0
16,5,0
16,5,0
16,5,0
17,5,0
17,5,0
17,5,0
18,5,0
18,5,0
18,5,0
18,5,0
18,5,0
18,5,0
19,6,0
19,6,0
19,6,0
19,6,0
20,6,0
20,6,0
20,6,0
20,6,0
20,6,0
21,6,0
21,6,0
21,6,0
21,6,0
22,6,0
22,6,0
23,6,0
23,6,0
23,6,0
24,6,0
24,6,0
25,6,0
25,6,0
25,6,0
25,6,0
26,7,1
26,7,1
27,7,1
27,7,1
28,7,1
28,7,1
28,7,1
29,8,1
29,8,1
29,8,1
30,8,1
30,8,1
30,8,1
31,8,1
31,8,1
32,8,1
32,8,1
32,8,1
33,8,1
33,8,1
33,8,1
33,8,1
34,8,1
34,8,1
34,8,1
34,8,1
35,9,2
35,9,2
35,9,2
36,9,2
36,9,2
36,9,2
37,9,2
37,9,2
37,9,2
37,9,2
37,9,2
38,10,2
38,10,2
38,10,2
38,10,2
39,10,2
39,10,2
39,10,2
40,10,2
40,10,2
41,10,2
41,10,2
41,10,2
41,10,2
41,10,2
