0,0,0
0,0,0
0,0,0
1,0,0
1,0,0
1,0,0
2,0,0
2,0,0
2,0,0
3,0,0
3,0,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
5,1,0
5,1,0
6,1,0
6,1,0
7,1,0
7,1,0
8,2,0
8,2,0
8,2,0
9,3,0
9,3,0
10,3,0
10,3,0
11,3,0
11,3,0
11,3,0
12,3,0
12,3,0
12,3,0
12,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
14,2,0
14,2,0
14,2,0
14,2,0
15,2,0
15,2,0
16,4,1
16,4,1
16,4,1
16,4,1
16,4,1
17,4,1
17,4,1
18,4,1
18,4,1
18,4,1
18,4,1
18,4,1
18,4,1
19,4,1
19,4,1
19,4,1
20,4,1
20,4,1
21,4,1
21,4,1
21,4,1
21,4,1
22,4,1
22,4,1
22,4,1
22,4,1
23,4,1
23,4,1
23,4,1
23,4,1
23,4,1
24,5,1
24,5,1
24,5,1
25,5,1
25,5,1
25,5,1
25,5,1
26,5,1
26,5,1
27,6,1
27,6,1
27,6,1
27,6,1
28,6,1
28,6,1
29,6,1
29,6,1
29,6,1
29,6,1
30,6,1
30,6,1
8,2,0
31,7,1
31,7,1
31,7,1
32,7,1
32,7,1
33,7,1
33,7,1
33,7,1
34,7,1
34,7,1
34,7,1
34,7,1
35,8,1
35,8,1
35,8,1
36,8,1
36,8,1
36,8,1
36,8,1
37,8,1
37,8,1
37,8,1
37,8,1
37,8,1
37,8,1
37,8,1
37,8,1
37,8,1
