0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
4,0,0,0
4,0,0,0
4,0,0,0
4,0,0,0
5,0,0,0
5,0,0,0
5,0,0,0
6,1,0,0
6,1,0,0
6,1,0,0
7,1,0,0
7,1,0,0
7,1,0,0
8,2,1,0
8,2,1,0
9,2,1,0
9,2,1,0
9,2,1,0
9,2,1,0
10,2,1,0
10,2,1,0
10,2,1,0
11,2,1,0
11,2,1,0
11,2,1,0
11,2,1,0
12,2,1,0
12,2,1,0
12,2,1,0
12,2,1,0
12,2,1,0
13,3,1,0
13,3,1,0
13,3,1,0
14,3,1,0
14,3,1,0
14,3,1,0
14,3,1,0
15,3,1,0
15,3,1,0
15,3,1,0
16,4,2,1
16,4,2,1
16,4,2,1
16,4,2,1
17,4,2,1
17,4,2,1
17,4,2,1
18,4,2,1
18,4,2,1
18,4,2,1
19,4,2,1
19,4,2,1
19,4,2,1
19,4,2,1
19,4,2,1
20,5,3,1
20,5,3,1
21,6,2,1
21,6,2,1
22,6,2,1
22,6,2,1
23,6,2,1
23,6,2,1
24,7,2,1
24,7,2,1
24,7,2,1
25,7,2,1
25,7,2,1
26,7,2,1
26,7,2,1
27,8,2,1
27,8,2,1
27,8,2,1
27,8,2,1
27,8,2,1
27,8,2,1
27,8,2,1
28,8,2,1
28,8,2,1
28,8,2,1
28,8,2,1
29,8,2,1
29,8,2,1
30,9,3,1
30,9,3,1
30,9,3,1
30,9,3,1
30,9,3,1
31,9,3,1
31,9,3,1
31,9,3,1
32,9,3,1
32,9,3,1
33,5,3,1
33,5,3,1
33,5,3,1
33,5,3,1
33,5,3,1
34,5,3,1
34,5,3,1
34,5,3,1
35,5,3,1
35,5,3,1
36,5,3,1
36,5,3,1
36,5,3,1
36,5,3,1
37,10,3,1
37,10,3,1
38,10,3,1
38,10,3,1
38,10,3,1
38,10,3,1
38,10,3,1
39,10,3,1
39,10,3,1
39,10,3,1
39,10,3,1
40,10,3,1
40,10,3,1
41,10,3,1
41,10,3,1
41,10,3,1
42,11,3,1
42,11,3,1
43,11,3,1
43,11,3,1
44,11,3,1
44,11,3,1
44,11,3,1
44,11,3,1
45,11,3,1
45,11,3,1
45,11,3,1
45,11,3,1
46,11,3,1
46,11,3,1
46,11,3,1
46,11,3,1
46,11,3,1
20,5,3,1
20,5,3,1
47,11,3,1
47,11,3,1
47,11,3,1
48,12,4,1
48,12,4,1
48,12,4,1
48,12,4,1
48,12,4,1
49,12,4,1
49,12,4,1
50,12,4,1
50,12,4,1
50,12,4,1
51,12,4,1
51,12,4,1
51,12,4,1
52,12,4,1
52,12,4,1
52,12,4,1
52,12,4,1
52,12,4,1
52,12,4,1
53,12,4,1
53,12,4,1
53,12,4,1
53,12,4,1
54,13,4,1
54,13,4,1
54,13,4,1
55,13,4,1
55,13,4,1
56,13,4,1
56,13,4,1
57,13,4,1
57,13,4,1
57,13,4,1
58,14,5,1
58,14,5,1
58,14,5,1
58,14,5,1
58,14,5,1
58,14,5,1
59,14,5,1
59,14,5,1
59,14,5,1
60,14,5,1
60,14,5,1
60,14,5,1
61,14,5,1
61,14,5,1
62,14,5,1
62,14,5,1
62,14,5,1
63,14,5,1
63,14,5,1
64,14,5,1
64,14,5,1
64,14,5,1
64,14,5,1
65,15,5,1
65,15,5,1
65,15,5,1
65,15,5,1
65,15,5,1
65,15,5,1
65,15,5,1
66,15,5,1
66,15,5,1
66,15,5,1
66,15,5,1
66,15,5,1
67,16,5,1
67,16,5,1
67,16,5,1
67,16,5,1
68,16,5,1
68,16,5,1
69,16,5,1
69,16,5,1
69,16,5,1
70,16,5,1
70,16,5,1
71,16,5,1
71,16,5,1
71,16,5,1
71,16,5,1
72,16,5,1
72,16,5,1
72,16,5,1
72,16,5,1
72,16,5,1
72,16,5,1
73,17,6,1
73,17,6,1
73,17,6,1
74,17,6,1
74,17,6,1
75,17,6,1
75,17,6,1
75,17,6,1
75,17,6,1
75,17,6,1
76,18,6,1
76,18,6,1
76,18,6,1
77,18,6,1
77,18,6,1
77,18,6,1
77,18,6,1
77,18,6,1
78,18,6,1
78,18,6,1
78,18,6,1
78,18,6,1
79,18,6,1
79,18,6,1
79,18,6,1
79,18,6,1
79,18,6,1
80,19,6,1
80,19,6,1
81,19,6,1
81,19,6,1
81,19,6,1
81,19,6,1
81,19,6,1
81,19,6,1
81,19,6,1
