0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0,0
1,0,0
2,0,0
2,0,0
2,0,0
2,0,0
3,1,0
3,1,0
4,1,0
4,1,0
4,1,0
5,1,0
5,1,0
5,1,0
5,1,0
6,1,0
6,1,0
6,1,0
7,2,0
7,2,0
7,2,0
8,2,0
8,2,0
9,2,0
9,2,0
9,2,0
9,2,0
10,2,0
10,2,0
11,2,0
11,2,0
12,3,1
12,3,1
12,3,1
12,3,1
12,3,1
13,3,1
13,3,1
14,3,1
14,3,1
14,3,1
15,4,1
15,4,1
15,4,1
16,4,1
16,4,1
16,4,1
17,5,1
17,5,1
17,5,1
18,5,1
18,5,1
18,5,1
19,5,1
19,5,1
19,5,1
20,5,1
20,5,1
20,5,1
20,5,1
20,5,1
21,6,1
21,6,1
21,6,1
22,6,1
22,6,1
22,6,1
23,6,1
23,6,1
23,6,1
23,6,1
23,6,1
24,7,1
24,7,1
24,7,1
25,7,1
25,7,1
25,7,1
25,7,1
26,7,1
26,7,1
26,7,1
26,7,1
27,8,2
27,8,2
28,8,2
28,8,2
29,8,2
29,8,2
30,9,2
30,9,2
30,9,2
30,9,2
30,9,2
31,9,2
31,9,2
32,9,2
32,9,2
32,9,2
33,9,2
33,9,2
33,9,2
34,10,2
34,10,2
35,10,2
35,10,2
