0,0,0
0,0,0
1,0,0
1,0,0
2,0,0
2,0,0
3,0,0
3,0,0
3,0,0
4,0,0
4,0,0
4,0,0
4,0,0
5,1,0
5,1,0
6,1,0
6,1,0
6,1,0
6,1,0
6,1,0
6,1,0
7,2,0
7,2,0
8,2,0
8,2,0
8,2,0
9,2,0
9,2,0
9,2,0
10,3,0
10,3,0
11,3,0
11,3,0
11,3,0
12,4,1
12,4,1
12,4,1
13,4,1
13,4,1
14,4,1
14,4,1
14,4,1
14,4,1
15,5,1
15,5,1
16,5,1
16,5,1
16,5,1
16,5,1
17,6,1
17,6,1
18,6,1
18,6,1
18,6,1
19,7,2
19,7,2
19,7,2
19,7,2
20,7,2
20,7,2
20,7,2
21,8,2
21,8,2
21,8,2
22,8,2
22,8,2
22,8,2
23,8,2
23,8,2
23,8,2
23,8,2
23,8,2
24,9,2
24,9,2
25,9,2
25,9,2
26,10,2
26,10,2
26,10,2
26,10,2
27,10,2
27,10,2
27,10,2
27,10,2
28,11,2
28,11,2
28,11,2
28,11,2
28,11,2
28,11,2
29,11,2
29,11,2
29,11,2
30,11,2
30,11,2
30,11,2
31,11,2
31,11,2
31,11,2
31,11,2
31,11,2
32,12,3
32,12,3
32,12,3
33,12,3
33,12,3
33,12,3
34,13,3
34,13,3
35,13,3
35,13,3
35,13,3
36,13,3
36,13,3
37,13,3
37,13,3
37,13,3
38,13,3
38,13,3
38,13,3
