0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
2,1,0,0
3,1,0,0
3,1,0,0
4,2,1,0
4,2,1,0
4,2,1,0
4,2,1,0
4,2,1,0
5,2,1,0
5,2,1,0
5,2,1,0
6,2,1,0
6,2,1,0
6,2,1,0
7,3,1,0
7,3,1,0
7,3,1,0
7,3,1,0
7,3,1,0
8,3,1,0
8,3,1,0
8,3,1,0
8,3,1,0
8,3,1,0
8,3,1,0
8,3,1,0
9,4,2,0
9,4,2,0
9,4,2,0
10,4,2,0
10,4,2,0
11,5,2,0
11,5,2,0
11,5,2,0
12,5,2,0
12,5,2,0
12,5,2,0
12,5,2,0
12,5,2,0
13,6,2,0
13,6,2,0
13,6,2,0
13,6,2,0
14,6,2,0
14,6,2,0
14,6,2,0
14,6,2,0
14,6,2,0
14,6,2,0
15,7,3,0
15,7,3,0
15,7,3,0
15,7,3,0
15,7,3,0
16,7,3,0
16,7,3,0
17,7,3,0
17,7,3,0
17,7,3,0
17,7,3,0
17,7,3,0
18,7,3,0
18,7,3,0
18,7,3,0
18,7,3,0
19,7,3,0
19,7,3,0
19,7,3,0
20,7,3,0
20,7,3,0
21,7,3,0
21,7,3,0
21,7,3,0
22,7,3,0
22,7,3,0
23,8,3,0
23,8,3,0
23,8,3,0
23,8,3,0
24,8,3,0
24,8,3,0
25,8,3,0
25,8,3,0
26,8,3,0
26,8,3,0
27,8,3,0
27,8,3,0
27,8,3,0
27,8,3,0
28,8,3,0
28,8,3,0
29,8,3,0
29,8,3,0
29,8,3,0
29,8,3,0
30,9,4,0
30,9,4,0
30,9,4,0
31,9,4,0
31,9,4,0
32,10,4,0
32,10,4,0
32,10,4,0
32,10,4,0
32,10,4,0
33,10,4,0
33,10,4,0
34,11,4,0
34,11,4,0
34,11,4,0
35,11,4,0
35,11,4,0
35,11,4,0
36,11,4,0
36,11,4,0
37,11,4,0
37,11,4,0
38,11,4,0
38,11,4,0
39,11,4,0
39,11,4,0
40,12,5,1
40,12,5,1
40,12,5,1
40,12,5,1
41,12,5,1
41,12,5,1
42,12,5,1
42,12,5,1
42,12,5,1
42,12,5,1
42,12,5,1
43,13,5,1
43,13,5,1
43,13,5,1
43,13,5,1
43,13,5,1
44,13,5,1
44,13,5,1
44,13,5,1
45,13,5,1
45,13,5,1
46,14,5,1
46,14,5,1
46,14,5,1
46,14,5,1
46,14,5,1
47,14,5,1
47,14,5,1
48,14,5,1
48,14,5,1
48,14,5,1
48,14,5,1
48,14,5,1
48,14,5,1
49,15,5,1
49,15,5,1
49,15,5,1
49,15,5,1
50,15,5,1
50,15,5,1
50,15,5,1
50,15,5,1
51,15,5,1
51,15,5,1
52,15,5,1
52,15,5,1
53,15,5,1
53,15,5,1
53,15,5,1
54,15,5,1
54,15,5,1
54,15,5,1
54,15,5,1
55,15,5,1
55,15,5,1
55,15,5,1
56,16,6,1
56,16,6,1
57,16,6,1
57,16,6,1
58,16,6,1
58,16,6,1
58,16,6,1
58,16,6,1
59,17,6,1
59,17,6,1
60,17,6,1
60,17,6,1
61,18,6,1
61,18,6,1
61,18,6,1
61,18,6,1
61,18,6,1
62,18,6,1
62,18,6,1
63,18,6,1
63,18,6,1
63,18,6,1
64,18,6,1
64,18,6,1
64,18,6,1
64,18,6,1
64,18,6,1
65,19,7,1
65,19,7,1
66,19,7,1
66,19,7,1
66,19,7,1
67,19,7,1
67,19,7,1
67,19,7,1
67,19,7,1
67,19,7,1
68,19,7,1
68,19,7,1
68,19,7,1
68,19,7,1
69,20,7,1
69,20,7,1
69,20,7,1
69,20,7,1
70,20,7,1
70,20,7,1
71,20,7,1
71,20,7,1
71,20,7,1
72,20,7,1
72,20,7,1
73,21,7,1
73,21,7,1
73,21,7,1
74,21,7,1
74,21,7,1
75,21,7,1
75,21,7,1
76,22,7,1
76,22,7,1
76,22,7,1
77,22,7,1
77,22,7,1
78,22,7,1
78,22,7,1
78,22,7,1
78,22,7,1
79,22,7,1
79,22,7,1
79,22,7,1
80,22,7,1
80,22,7,1
80,22,7,1
80,22,7,1
80,22,7,1
80,22,7,1
81,23,8,1
81,23,8,1
81,23,8,1
82,23,8,1
82,23,8,1
82,23,8,1
83,23,8,1
83,23,8,1
83,23,8,1
83,23,8,1
84,24,8,1
84,24,8,1
85,24,8,1
85,24,8,1
85,24,8,1
85,24,8,1
86,25,9,1
86,25,9,1
86,25,9,1
86,25,9,1
87,25,9,1
87,25,9,1
87,25,9,1
87,25,9,1
87,25,9,1
87,25,9,1
87,25,9,1
88,25,9,1
88,25,9,1
88,25,9,1
88,25,9,1
89,25,9,1
89,25,9,1
89,25,9,1
89,25,9,1
89,25,9,1
90,26,9,1
90,26,9,1
90,26,9,1
90,26,9,1
91,26,9,1
91,26,9,1
91,26,9,1
92,26,9,1
92,26,9,1
92,26,9,1
92,26,9,1
92,26,9,1
