0,0,0
0,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,0,0
2,0,0
2,0,0
3,1,0
3,1,0
3,1,0
4,1,0
4,1,0
5,1,0
5,1,0
5,1,0
5,1,0
5,1,0
6,2,0
6,2,0
7,2,0
7,2,0
7,2,0
7,2,0
8,3,0
8,3,0
8,3,0
9,3,0
9,3,0
10,3,0
10,3,0
11,3,0
11,3,0
11,3,0
12,3,0
12,3,0
12,3,0
13,4,0
13,4,0
13,4,0
14,4,0
14,4,0
15,5,1
15,5,1
15,5,1
15,5,1
15,5,1
16,5,1
16,5,1
17,5,1
17,5,1
18,5,1
18,5,1
18,5,1
19,6,1
19,6,1
19,6,1
19,6,1
19,6,1
19,6,1
20,6,1
20,6,1
21,6,1
21,6,1
21,6,1
22,7,2
22,7,2
22,7,2
22,7,2
22,7,2
23,7,2
23,7,2
24,7,2
24,7,2
24,7,2
25,8,2
25,8,2
25,8,2
26,8,2
26,8,2
27,8,2
27,8,2
27,8,2
27,8,2
27,8,2
28,9,2
28,9,2
28,9,2
28,9,2
28,9,2
29,9,2
29,9,2
29,9,2
30,9,2
30,9,2
30,9,2
